"Date","Price","Open","High","Low","Vol.","Change %"
"04/27/2022","9,700","10,000","10,000","9,370","2.09K","-2.22%"
"04/26/2022","9,920","10,100","10,260","9,920","3.29K","-0.70%"
"04/25/2022","9,990","10,000","10,230","9,720","2.60K","-1.09%"
"04/22/2022","10,100","10,400","10,590","10,030","4.78K","-2.88%"
"04/21/2022","10,400","11,480","11,700","10,350","3.00K","-7.47%"
"04/20/2022","11,240","11,280","11,600","11,160","2.05K","1.26%"
"04/19/2022","11,100","11,170","11,200","10,600","2.99K","0.09%"
"04/14/2022","11,090","11,110","11,200","11,000","1.34K","0.18%"
"04/13/2022","11,070","10,810","11,130","10,790","2.51K","2.59%"
"04/12/2022","10,790","10,880","10,980","10,710","1.84K","-0.74%"
"04/11/2022","10,870","10,800","11,150","10,630","2.33K","-0.46%"
"04/08/2022","10,920","10,670","11,060","10,540","2.95K","4.50%"
"04/07/2022","10,450","10,500","10,770","10,140","3.78K","-0.48%"
"04/06/2022","10,500","11,000","11,000","10,370","3.09K","-4.55%"
"04/05/2022","11,000","11,400","11,590","10,920","2.54K","-3.51%"
"04/04/2022","11,400","11,390","11,830","11,340","3.71K","1.33%"
"04/01/2022","11,250","11,670","11,740","11,250","2.17K","-1.92%"
"03/31/2022","11,470","12,490","12,490","11,400","8.20K","-8.24%"
"03/30/2022","12,500","11,790","12,750","11,720","6.72K","6.11%"
"03/29/2022","11,780","11,400","11,960","11,000","6.05K","5.84%"
"03/28/2022","11,130","10,940","11,180","10,610","2.39K","1.83%"
"03/25/2022","10,930","11,300","11,430","10,750","3.23K","-3.02%"
"03/24/2022","11,270","10,690","11,350","10,670","2.20K","5.72%"
"03/23/2022","10,660","10,800","11,000","10,590","3.61K","-1.11%"
"03/22/2022","10,780","10,420","10,820","10,360","5.68K","4.26%"
"03/21/2022","10,340","10,760","10,800","10,030","4.00K","-4.26%"
"03/18/2022","10,800","10,400","10,800","10,160","14.55K","3.45%"
"03/17/2022","10,440","9,805","10,440","9,795","9.24K","7.57%"
"03/16/2022","9,705","8,850","9,850","8,845","8.18K","9.54%"
"03/15/2022","8,860","8,755","9,460","8,735","5.44K","-0.56%"
"03/14/2022","8,910","9,945","9,965","8,910","6.41K","-10.90%"
"03/11/2022","10,000","9,415","10,160","9,355","7.21K","6.33%"
"03/10/2022","9,405","9,680","10,330","9,255","6.90K","-0.48%"
"03/09/2022","9,450","8,400","9,630","8,270","7.34K","15.81%"
"03/08/2022","8,160","7,800","8,400","7,710","5.60K","1.94%"
"03/07/2022","8,005","7,800","8,420","7,450","6.36K","-1.42%"
"03/04/2022","8,120","8,450","8,450","7,915","8.39K","-3.91%"
"03/03/2022","8,450","8,900","8,980","8,210","6.78K","-4.52%"
"03/02/2022","8,850","9,275","9,495","8,730","7.82K","-3.44%"
"03/01/2022","9,165","8,680","9,435","8,680","7.42K","5.89%"
"02/28/2022","8,655","8,705","9,320","8,425","13.72K","-9.75%"
"02/25/2022","9,590","10,120","10,900","8,850","14.39K","-0.62%"
"02/24/2022","9,650","10,940","11,600","9,515","8.02K","-25.19%"
"02/23/2022","12,900","14,280","14,280","12,870","3.19K","-10.23%"
"02/22/2022","14,370","14,020","14,550","14,020","2.48K","-2.64%"
"02/21/2022","14,760","14,900","15,390","14,430","1.45K","-1.60%"
"02/18/2022","15,000","15,710","15,710","14,960","2.59K","-3.91%"
"02/17/2022","15,610","16,000","16,090","15,530","1.42K","-1.45%"
"02/16/2022","15,840","15,820","15,950","15,710","0.86K","0.44%"
"02/15/2022","15,770","15,390","16,070","15,390","1.71K","2.40%"
"02/14/2022","15,400","15,260","15,600","14,930","2.46K","-3.27%"
"02/11/2022","15,920","15,700","15,940","15,350","1.28K","1.86%"
"02/10/2022","15,630","16,050","16,050","15,560","1.05K","-2.31%"
"02/09/2022","16,000","15,800","16,240","15,730","1.47K","0.06%"
"02/08/2022","15,990","15,420","16,000","15,260","2.35K","3.83%"
"02/07/2022","15,400","15,450","15,810","15,300","1.70K","0.33%"
"02/04/2022","15,350","15,750","15,820","15,260","2.58K","-1.29%"
"02/03/2022","15,550","15,670","15,740","15,510","1.69K","-1.71%"
"02/02/2022","15,820","15,750","15,940","15,520","2.53K","1.22%"
"02/01/2022","15,630","15,900","16,000","15,500","2.27K","-1.64%"
"01/31/2022","15,890","15,700","16,020","15,600","2.72K","1.15%"
"01/28/2022","15,710","15,910","15,950","15,300","2.76K","-1.81%"
"01/27/2022","16,000","15,630","16,200","15,580","2.70K","-1.23%"
"01/26/2022","16,200","15,940","16,470","15,880","1.16K","1.25%"
"01/25/2022","16,000","15,600","16,230","15,600","2.45K","1.01%"
"01/24/2022","15,840","16,560","16,910","15,630","2.02K","-4.06%"
"01/21/2022","16,510","16,470","16,760","15,880","3.49K","0.06%"
"01/20/2022","16,500","17,500","17,500","16,400","4.21K","-5.71%"
"01/19/2022","17,500","17,530","18,340","17,500","2.61K","-0.23%"
"01/18/2022","17,540","17,850","17,920","17,540","1.44K","-1.74%"
"01/17/2022","17,850","17,980","18,110","17,730","1.46K","-1.33%"
"01/14/2022","18,090","18,050","18,480","17,800","1.97K","-0.60%"
"01/13/2022","18,200","18,510","19,010","18,150","2.06K","-3.04%"
"01/12/2022","18,770","18,410","19,040","18,000","4.06K","2.34%"
"01/11/2022","18,340","18,400","18,780","17,970","3.67K","0.71%"
"01/10/2022","18,210","18,120","18,420","17,860","3.24K","-0.49%"
"01/07/2022","18,300","17,400","18,300","17,260","4.57K","3.27%"
"01/05/2022","17,720","17,000","17,720","16,950","1.79K","2.55%"
"01/04/2022","17,280","16,900","17,290","16,790","2.08K","2.92%"
"01/03/2022","16,790","17,250","17,430","16,360","2.56K","-2.38%"
"12/30/2021","17,200","17,250","17,320","17,010","1.22K","0.23%"
"12/29/2021","17,160","16,990","17,480","16,990","1.70K","0.35%"
"12/28/2021","17,100","17,350","17,370","16,980","2.43K","-0.58%"
"12/27/2021","17,200","17,500","17,500","16,940","1.57K","-0.35%"
"12/23/2021","17,260","17,330","17,330","17,110","0.99K","0.35%"
"12/22/2021","17,200","17,420","17,440","17,030","1.18K","0.00%"
"12/21/2021","17,200","17,120","17,560","17,050","1.79K","0.47%"
"12/20/2021","17,120","16,790","17,240","16,410","2.02K","-1.89%"
"12/17/2021","17,450","17,460","17,460","17,190","6.49K","0.87%"
"12/16/2021","17,300","17,960","17,960","17,180","2.07K","-1.42%"
"12/15/2021","17,550","18,080","18,080","17,310","3.25K","-2.12%"
"12/14/2021","17,930","17,710","18,380","17,710","3.31K","1.70%"
"12/13/2021","17,630","17,600","17,770","17,380","3.18K","0.69%"
"12/10/2021","17,510","16,840","17,770","16,790","8.54K","11.53%"
"12/09/2021","15,700","14,700","15,810","14,700","13.08K","14.68%"
"12/08/2021","13,690","13,700","13,910","13,400","1.83K","0.66%"
"12/07/2021","13,600","13,270","13,850","13,180","2.62K","3.42%"
"12/06/2021","13,150","13,040","13,280","13,000","1.25K","0.84%"
"12/03/2021","13,040","13,370","13,480","12,910","2.08K","-2.47%"
"12/02/2021","13,370","13,200","13,470","13,140","1.68K","-0.15%"
"12/01/2021","13,390","13,390","13,620","12,940","2.22K","0.07%"
"11/30/2021","13,380","12,050","13,380","12,050","8.23K","8.52%"
"11/29/2021","12,330","12,130","12,480","11,710","1.79K","3.44%"
"11/26/2021","11,920","12,110","12,140","11,750","1.77K","-4.03%"
"11/25/2021","12,420","12,580","12,610","12,280","0.91K","-1.27%"
"11/24/2021","12,580","13,190","13,190","12,460","1.27K","-2.25%"
"11/23/2021","12,870","12,450","12,890","12,340","2.74K","2.80%"
"11/22/2021","12,520","13,050","13,400","12,300","2.61K","-4.06%"
"11/19/2021","13,050","13,410","13,600","12,710","2.99K","-2.61%"
"11/18/2021","13,400","13,810","13,960","13,370","2.20K","-2.90%"
"11/17/2021","13,800","14,000","14,180","13,740","1.46K","-1.43%"
"11/16/2021","14,000","13,950","14,330","13,950","1.73K","0.36%"
"11/15/2021","13,950","14,010","14,500","13,950","2.05K","-0.36%"
"11/12/2021","14,000","14,250","14,790","13,960","2.08K","-1.75%"
"11/10/2021","14,250","14,440","14,450","14,170","1.35K","-1.32%"
"11/09/2021","14,440","14,100","14,510","13,910","2.42K","3.66%"
"11/08/2021","13,930","14,400","14,400","13,880","0.68K","-2.59%"
"11/05/2021","14,300","14,350","14,430","14,120","1.61K","-0.35%"
"11/04/2021","14,350","13,830","14,350","13,830","0.12K","3.99%"
"11/03/2021","13,800","13,890","14,150","13,650","1.70K","-0.43%"
"11/02/2021","13,860","14,300","14,400","13,820","2.11K","-3.28%"
"10/29/2021","14,330","13,860","14,340","13,860","3.45K","1.56%"
"10/28/2021","14,110","14,120","14,180","13,720","1.63K","0.07%"
"10/27/2021","14,100","14,260","14,280","13,930","1.60K","-0.35%"
"10/26/2021","14,150","14,270","14,320","14,070","1.59K","-0.35%"
"10/25/2021","14,200","14,030","14,320","14,030","1.27K","-0.21%"
"10/22/2021","14,230","14,280","14,330","14,110","1.47K","-0.35%"
"10/21/2021","14,280","13,900","14,280","13,700","1.68K","1.78%"
"10/20/2021","14,030","14,300","14,300","13,770","1.56K","-1.34%"
"10/19/2021","14,220","14,240","14,370","14,090","1.57K","-0.14%"
"10/18/2021","14,240","14,420","14,430","14,050","2.00K","-1.11%"
"10/15/2021","14,400","14,110","14,430","14,020","1.95K","2.78%"
